Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do;jsessionid=A41F814374A17B893E6A6E7E57B7A722?SERIES_KEY=120.EXR.D.E5.EUR.EN00.A&start=04-01-2009&end=07-12-2021&submitOptions.x=0&submitOptions.y=0&trans=N
,EXR.D.E5.EUR.EN00.A
,"ECB Nominal effective exch. rate of the Euro against, EER-19 group of trading partners: AU,CA,DK,HK,JP,NO,SG,KR,SE,CH,GB,US,EA and BG,CZ,HU,PL,RO,CN,HR excluding the Euro"
Collection:,Average of observations through period (A)
Period\Unit:,[99Q1=100]
2013-10-18,103.3935,Normal value (A)
2013-10-17,103.3483,Normal value (A)
2013-10-16,103.0398,Normal value (A)
2013-10-15,102.7569,Normal value (A)
2013-10-14,103.1043,Normal value (A)
2013-10-13,-,Missing value; data cannot exist (M)
2013-10-12,-,Missing value; data cannot exist (M)
2013-10-11,103.1367,Normal value (A)
2013-10-10,103.0215,Normal value (A)
2013-10-09,102.8914,Normal value (A)
2013-10-08,102.9475,Normal value (A)
2013-10-07,102.9460,Normal value (A)
2013-10-06,-,Missing value; data cannot exist (M)
2013-10-05,-,Missing value; data cannot exist (M)
2013-10-04,103.1049,Normal value (A)
2013-10-03,102.9758,Normal value (A)
2013-10-02,102.6111,Normal value (A)
2013-10-01,102.7888,Normal value (A)
2013-09-30,102.6516,Normal value (A)
2013-09-29,-,Missing value; data cannot exist (M)
2013-09-28,-,Missing value; data cannot exist (M)
2013-09-27,102.9381,Normal value (A)
2013-09-26,102.8644,Normal value (A)
2013-09-25,102.9074,Normal value (A)
2013-09-24,102.8097,Normal value (A)
2013-09-23,102.8562,Normal value (A)
2013-09-22,-,Missing value; data cannot exist (M)
2013-09-21,-,Missing value; data cannot exist (M)
2013-09-20,102.9677,Normal value (A)
2013-09-19,102.8171,Normal value (A)
2013-09-18,102.1959,Normal value (A)
2013-09-17,102.2846,Normal value (A)
2013-09-16,102.2257,Normal value (A)
2013-09-15,-,Missing value; data cannot exist (M)
2013-09-14,-,Missing value; data cannot exist (M)
2013-09-13,102.1356,Normal value (A)
2013-09-12,102.1248,Normal value (A)
2013-09-11,102.0907,Normal value (A)
2013-09-10,102.0821,Normal value (A)
2013-09-09,101.9002,Normal value (A)
2013-09-08,-,Missing value; data cannot exist (M)
2013-09-07,-,Missing value; data cannot exist (M)
2013-09-06,101.6805,Normal value (A)
2013-09-05,102.1037,Normal value (A)
2013-09-04,101.8690,Normal value (A)
2013-09-03,101.9461,Normal value (A)
2013-09-02,102.0354,Normal value (A)
2013-09-01,-,Missing value; data cannot exist (M)
2013-08-31,-,Missing value; data cannot exist (M)
2013-08-30,102.3101,Normal value (A)
2013-08-29,102.4606,Normal value (A)
2013-08-28,102.9502,Normal value (A)
2013-08-27,102.7924,Normal value (A)
2013-08-26,102.8612,Normal value (A)
2013-08-25,-,Missing value; data cannot exist (M)
2013-08-24,-,Missing value; data cannot exist (M)
2013-08-23,102.9203,Normal value (A)
2013-08-22,102.7128,Normal value (A)
2013-08-21,102.8138,Normal value (A)
2013-08-20,102.8305,Normal value (A)
2013-08-19,102.6819,Normal value (A)
2013-08-18,-,Missing value; data cannot exist (M)
2013-08-17,-,Missing value; data cannot exist (M)
2013-08-16,102.5437,Normal value (A)
2013-08-15,102.3815,Normal value (A)
2013-08-14,102.1921,Normal value (A)
2013-08-13,102.4067,Normal value (A)
2013-08-12,102.2522,Normal value (A)
2013-08-11,-,Missing value; data cannot exist (M)
2013-08-10,-,Missing value; data cannot exist (M)
2013-08-09,102.6443,Normal value (A)
2013-08-08,102.6714,Normal value (A)
2013-08-07,102.5506,Normal value (A)
2013-08-06,102.5613,Normal value (A)
2013-08-05,102.5368,Normal value (A)
2013-08-04,-,Missing value; data cannot exist (M)
2013-08-03,-,Missing value; data cannot exist (M)
2013-08-02,102.6769,Normal value (A)
2013-08-01,102.5425,Normal value (A)
2013-07-31,102.7327,Normal value (A)
2013-07-30,102.5858,Normal value (A)
2013-07-29,102.3916,Normal value (A)
2013-07-28,-,Missing value; data cannot exist (M)
2013-07-27,-,Missing value; data cannot exist (M)
2013-07-26,102.3578,Normal value (A)
2013-07-25,102.2883,Normal value (A)
2013-07-24,102.3492,Normal value (A)
2013-07-23,102.0817,Normal value (A)
2013-07-22,102.0085,Normal value (A)
2013-07-21,-,Missing value; data cannot exist (M)
2013-07-20,-,Missing value; data cannot exist (M)
2013-07-19,101.9529,Normal value (A)
2013-07-18,101.8989,Normal value (A)
2013-07-17,102.0570,Normal value (A)
2013-07-16,102.0958,Normal value (A)
2013-07-15,101.7700,Normal value (A)
2013-07-14,-,Missing value; data cannot exist (M)
2013-07-13,-,Missing value; data cannot exist (M)
2013-07-12,101.8033,Normal value (A)
2013-07-11,101.8263,Normal value (A)
2013-07-10,100.9631,Normal value (A)
2013-07-09,101.3067,Normal value (A)
2013-07-08,101.2584,Normal value (A)
2013-07-07,-,Missing value; data cannot exist (M)
2013-07-06,-,Missing value; data cannot exist (M)
2013-07-05,101.1447,Normal value (A)
2013-07-04,101.5882,Normal value (A)
2013-07-03,101.3043,Normal value (A)
2013-07-02,101.7045,Normal value (A)
2013-07-01,101.7250,Normal value (A)
2013-06-30,-,Missing value; data cannot exist (M)
2013-06-29,-,Missing value; data cannot exist (M)
2013-06-28,101.9475,Normal value (A)
2013-06-27,101.6086,Normal value (A)
2013-06-26,101.5386,Normal value (A)
2013-06-25,101.9113,Normal value (A)
2013-06-24,102.0490,Normal value (A)
2013-06-23,-,Missing value; data cannot exist (M)
2013-06-22,-,Missing value; data cannot exist (M)
2013-06-21,102.1902,Normal value (A)
2013-06-20,102.2817,Normal value (A)
2013-06-19,102.5954,Normal value (A)
2013-06-18,102.5532,Normal value (A)
2013-06-17,102.0147,Normal value (A)
2013-06-16,-,Missing value; data cannot exist (M)
2013-06-15,-,Missing value; data cannot exist (M)
2013-06-14,102.0059,Normal value (A)
2013-06-13,102.1151,Normal value (A)
2013-06-12,102.0716,Normal value (A)
2013-06-11,102.3250,Normal value (A)
2013-06-10,102.0586,Normal value (A)
2013-06-09,-,Missing value; data cannot exist (M)
2013-06-08,-,Missing value; data cannot exist (M)
2013-06-07,102.0209,Normal value (A)
2013-06-06,101.5922,Normal value (A)
2013-06-05,101.3646,Normal value (A)
2013-06-04,101.5098,Normal value (A)
2013-06-03,101.2527,Normal value (A)
2013-06-02,-,Missing value; data cannot exist (M)
2013-06-01,-,Missing value; data cannot exist (M)
2013-05-31,101.2949,Normal value (A)
2013-05-30,101.1674,Normal value (A)
2013-05-29,101.0908,Normal value (A)
2013-05-28,100.9130,Normal value (A)
2013-05-27,100.8754,Normal value (A)
2013-05-26,-,Missing value; data cannot exist (M)
2013-05-25,-,Missing value; data cannot exist (M)
2013-05-24,101.0075,Normal value (A)
2013-05-23,100.8599,Normal value (A)
2013-05-22,100.9619,Normal value (A)
2013-05-21,100.5564,Normal value (A)
2013-05-20,100.4351,Normal value (A)
2013-05-19,-,Missing value; data cannot exist (M)
2013-05-18,-,Missing value; data cannot exist (M)
2013-05-17,100.4559,Normal value (A)
2013-05-16,100.5641,Normal value (A)
2013-05-15,100.5096,Normal value (A)
2013-05-14,100.8550,Normal value (A)
2013-05-13,100.6830,Normal value (A)
2013-05-12,-,Missing value; data cannot exist (M)
2013-05-11,-,Missing value; data cannot exist (M)
2013-05-10,100.6886,Normal value (A)
2013-05-09,100.9304,Normal value (A)
2013-05-08,101.0224,Normal value (A)
2013-05-07,100.9825,Normal value (A)
2013-05-06,100.9781,Normal value (A)
2013-05-05,-,Missing value; data cannot exist (M)
2013-05-04,-,Missing value; data cannot exist (M)
2013-05-03,100.8475,Normal value (A)
2013-05-02,101.2604,Normal value (A)
2013-05-01,-,Missing value; data cannot exist (M)
2013-04-30,100.8029,Normal value (A)
2013-04-29,100.9625,Normal value (A)
2013-04-28,-,Missing value; data cannot exist (M)
2013-04-27,-,Missing value; data cannot exist (M)
2013-04-26,100.5968,Normal value (A)
2013-04-25,101.1333,Normal value (A)
2013-04-24,101.0032,Normal value (A)
2013-04-23,100.8490,Normal value (A)
2013-04-22,101.0663,Normal value (A)
2013-04-21,-,Missing value; data cannot exist (M)
2013-04-20,-,Missing value; data cannot exist (M)
2013-04-19,101.2559,Normal value (A)
2013-04-18,100.9566,Normal value (A)
2013-04-17,101.3033,Normal value (A)
2013-04-16,101.1847,Normal value (A)
2013-04-15,100.9154,Normal value (A)
2013-04-14,-,Missing value; data cannot exist (M)
2013-04-13,-,Missing value; data cannot exist (M)
2013-04-12,100.8113,Normal value (A)
2013-04-11,101.1887,Normal value (A)
2013-04-10,101.1173,Normal value (A)
2013-04-09,100.9505,Normal value (A)
2013-04-08,100.8379,Normal value (A)
2013-04-07,-,Missing value; data cannot exist (M)
2013-04-06,-,Missing value; data cannot exist (M)
2013-04-05,100.4405,Normal value (A)
2013-04-04,99.8826,Normal value (A)
2013-04-03,99.7974,Normal value (A)
2013-04-02,99.7139,Normal value (A)
2013-04-01,-,Missing value; data cannot exist (M)
2013-03-31,-,Missing value; data cannot exist (M)
2013-03-30,-,Missing value; data cannot exist (M)
2013-03-29,-,Missing value; data cannot exist (M)
2013-03-28,99.7632,Normal value (A)
2013-03-27,99.5472,Normal value (A)
2013-03-26,100.0292,Normal value (A)
2013-03-25,100.4505,Normal value (A)
2013-03-24,-,Missing value; data cannot exist (M)
2013-03-23,-,Missing value; data cannot exist (M)
2013-03-22,100.6250,Normal value (A)
2013-03-21,100.4295,Normal value (A)
2013-03-20,100.5902,Normal value (A)
2013-03-19,100.5565,Normal value (A)
2013-03-18,100.5003,Normal value (A)
2013-03-17,-,Missing value; data cannot exist (M)
2013-03-16,-,Missing value; data cannot exist (M)
2013-03-15,101.3353,Normal value (A)
2013-03-14,100.8624,Normal value (A)
2013-03-13,100.9250,Normal value (A)
2013-03-12,101.3769,Normal value (A)
2013-03-11,101.1082,Normal value (A)
2013-03-10,-,Missing value; data cannot exist (M)
2013-03-09,-,Missing value; data cannot exist (M)
2013-03-08,101.3247,Normal value (A)
2013-03-07,100.8194,Normal value (A)
2013-03-06,100.8380,Normal value (A)
2013-03-05,100.7386,Normal value (A)
2013-03-04,100.7713,Normal value (A)
2013-03-03,-,Missing value; data cannot exist (M)
2013-03-02,-,Missing value; data cannot exist (M)
2013-03-01,100.6863,Normal value (A)
2013-02-28,101.1328,Normal value (A)
2013-02-27,101.0088,Normal value (A)
2013-02-26,100.9417,Normal value (A)
2013-02-25,102.2838,Normal value (A)
2013-02-24,-,Missing value; data cannot exist (M)
2013-02-23,-,Missing value; data cannot exist (M)
2013-02-22,101.4355,Normal value (A)
2013-02-21,101.5287,Normal value (A)
2013-02-20,102.3613,Normal value (A)
2013-02-19,102.1195,Normal value (A)
2013-02-18,102.1727,Normal value (A)
2013-02-17,-,Missing value; data cannot exist (M)
2013-02-16,-,Missing value; data cannot exist (M)
2013-02-15,101.9251,Normal value (A)
2013-02-14,101.9013,Normal value (A)
2013-02-13,102.6818,Normal value (A)
2013-02-12,102.5599,Normal value (A)
2013-02-11,102.1068,Normal value (A)
2013-02-10,-,Missing value; data cannot exist (M)
2013-02-09,-,Missing value; data cannot exist (M)
2013-02-08,101.8440,Normal value (A)
2013-02-07,103.0078,Normal value (A)
2013-02-06,102.9636,Normal value (A)
2013-02-05,102.8567,Normal value (A)
2013-02-04,102.9625,Normal value (A)
2013-02-03,-,Missing value; data cannot exist (M)
2013-02-02,-,Missing value; data cannot exist (M)
2013-02-01,103.3262,Normal value (A)
2013-01-31,102.7813,Normal value (A)
2013-01-30,102.8601,Normal value (A)
2013-01-29,102.3564,Normal value (A)
2013-01-28,102.5368,Normal value (A)
2013-01-27,-,Missing value; data cannot exist (M)
2013-01-26,-,Missing value; data cannot exist (M)
2013-01-25,102.4378,Normal value (A)
2013-01-24,101.6748,Normal value (A)
2013-01-23,101.3670,Normal value (A)
2013-01-22,101.3236,Normal value (A)
2013-01-21,101.3987,Normal value (A)
2013-01-20,-,Missing value; data cannot exist (M)
2013-01-19,-,Missing value; data cannot exist (M)
2013-01-18,101.3197,Normal value (A)
2013-01-17,101.3161,Normal value (A)
2013-01-16,100.7950,Normal value (A)
2013-01-15,101.0136,Normal value (A)
2013-01-14,101.0681,Normal value (A)
2013-01-13,-,Missing value; data cannot exist (M)
2013-01-12,-,Missing value; data cannot exist (M)
2013-01-11,100.5249,Normal value (A)
2013-01-10,99.6328,Normal value (A)
2013-01-09,99.3765,Normal value (A)
2013-01-08,99.5303,Normal value (A)
2013-01-07,99.2640,Normal value (A)
2013-01-06,-,Missing value; data cannot exist (M)
2013-01-05,-,Missing value; data cannot exist (M)
2013-01-04,99.1927,Normal value (A)
2013-01-03,99.3667,Normal value (A)
2013-01-02,100.0543,Normal value (A)
2013-01-01,-,Missing value; data cannot exist (M)
2012-12-31,99.8114,Normal value (A)
2012-12-30,-,Missing value; data cannot exist (M)
2012-12-29,-,Missing value; data cannot exist (M)
2012-12-28,99.7819,Normal value (A)
2012-12-27,100.1833,Normal value (A)
2012-12-26,-,Missing value; data cannot exist (M)
2012-12-25,-,Missing value; data cannot exist (M)
2012-12-24,99.8469,Normal value (A)
2012-12-23,-,Missing value; data cannot exist (M)
2012-12-22,-,Missing value; data cannot exist (M)
2012-12-21,99.6585,Normal value (A)
2012-12-20,99.8612,Normal value (A)
2012-12-19,100.1549,Normal value (A)
2012-12-18,99.6020,Normal value (A)
2012-12-17,99.5456,Normal value (A)
2012-12-16,-,Missing value; data cannot exist (M)
2012-12-15,-,Missing value; data cannot exist (M)
2012-12-14,99.2223,Normal value (A)
2012-12-13,99.1765,Normal value (A)
2012-12-12,98.8953,Normal value (A)
2012-12-11,98.6952,Normal value (A)
2012-12-10,98.3675,Normal value (A)
2012-12-09,-,Missing value; data cannot exist (M)
2012-12-08,-,Missing value; data cannot exist (M)
2012-12-07,98.3072,Normal value (A)
2012-12-06,99.1080,Normal value (A)
2012-12-05,99.0741,Normal value (A)
2012-12-04,99.1716,Normal value (A)
2012-12-03,99.0101,Normal value (A)
2012-12-02,-,Missing value; data cannot exist (M)
2012-12-01,-,Missing value; data cannot exist (M)
2012-11-30,98.7164,Normal value (A)
2012-11-29,98.6278,Normal value (A)
2012-11-28,98.1744,Normal value (A)
2012-11-27,98.4579,Normal value (A)
2012-11-26,98.5325,Normal value (A)
2012-11-25,-,Missing value; data cannot exist (M)
2012-11-24,-,Missing value; data cannot exist (M)
2012-11-23,98.3742,Normal value (A)
2012-11-22,98.2857,Normal value (A)
2012-11-21,97.9060,Normal value (A)
2012-11-20,97.8859,Normal value (A)
2012-11-19,97.7153,Normal value (A)
2012-11-18,-,Missing value; data cannot exist (M)
2012-11-17,-,Missing value; data cannot exist (M)
2012-11-16,97.7077,Normal value (A)
2012-11-15,97.8045,Normal value (A)
2012-11-14,97.5052,Normal value (A)
2012-11-13,97.2976,Normal value (A)
2012-11-12,97.4285,Normal value (A)
2012-11-11,-,Missing value; data cannot exist (M)
2012-11-10,-,Missing value; data cannot exist (M)
2012-11-09,97.2254,Normal value (A)
2012-11-08,97.4141,Normal value (A)
2012-11-07,97.4197,Normal value (A)
2012-11-06,97.7211,Normal value (A)
2012-11-05,97.5951,Normal value (A)
2012-11-04,-,Missing value; data cannot exist (M)
2012-11-03,-,Missing value; data cannot exist (M)
2012-11-02,97.8966,Normal value (A)
2012-11-01,98.4433,Normal value (A)
2012-10-31,98.5563,Normal value (A)
2012-10-30,98.4155,Normal value (A)
2012-10-29,98.2169,Normal value (A)
2012-10-28,-,Missing value; data cannot exist (M)
2012-10-27,-,Missing value; data cannot exist (M)
2012-10-26,98.2121,Normal value (A)
2012-10-25,98.5770,Normal value (A)
2012-10-24,98.4633,Normal value (A)
2012-10-23,98.8181,Normal value (A)
2012-10-22,98.9732,Normal value (A)
2012-10-21,-,Missing value; data cannot exist (M)
2012-10-20,-,Missing value; data cannot exist (M)
2012-10-19,98.7361,Normal value (A)
2012-10-18,98.9930,Normal value (A)
2012-10-17,99.0437,Normal value (A)
2012-10-16,98.7505,Normal value (A)
2012-10-15,98.4270,Normal value (A)
2012-10-14,-,Missing value; data cannot exist (M)
2012-10-13,-,Missing value; data cannot exist (M)
2012-10-12,98.4293,Normal value (A)
2012-10-11,98.2237,Normal value (A)
2012-10-10,98.1455,Normal value (A)
2012-10-09,98.4137,Normal value (A)
2012-10-08,98.4620,Normal value (A)
2012-10-07,-,Missing value; data cannot exist (M)
2012-10-06,-,Missing value; data cannot exist (M)
2012-10-05,98.5963,Normal value (A)
2012-10-04,98.5587,Normal value (A)
2012-10-03,98.2806,Normal value (A)
2012-10-02,98.2772,Normal value (A)
2012-10-01,97.8828,Normal value (A)
2012-09-30,-,Missing value; data cannot exist (M)
2012-09-29,-,Missing value; data cannot exist (M)
2012-09-28,98.0409,Normal value (A)
2012-09-27,97.8025,Normal value (A)
2012-09-26,97.8080,Normal value (A)
2012-09-25,98.1020,Normal value (A)
2012-09-24,98.1256,Normal value (A)
2012-09-23,-,Missing value; data cannot exist (M)
2012-09-22,-,Missing value; data cannot exist (M)
2012-09-21,98.3536,Normal value (A)
2012-09-20,98.3377,Normal value (A)
2012-09-19,98.5626,Normal value (A)
2012-09-18,98.8258,Normal value (A)
2012-09-17,98.9668,Normal value (A)
2012-09-16,-,Missing value; data cannot exist (M)
2012-09-15,-,Missing value; data cannot exist (M)
2012-09-14,98.8276,Normal value (A)
2012-09-13,98.1108,Normal value (A)
2012-09-12,97.9740,Normal value (A)
2012-09-11,97.5460,Normal value (A)
2012-09-10,97.6165,Normal value (A)
2012-09-09,-,Missing value; data cannot exist (M)
2012-09-08,-,Missing value; data cannot exist (M)
2012-09-07,97.4151,Normal value (A)
2012-09-06,97.1209,Normal value (A)
2012-09-05,96.8385,Normal value (A)
2012-09-04,96.8310,Normal value (A)
2012-09-03,96.7563,Normal value (A)
2012-09-02,-,Missing value; data cannot exist (M)
2012-09-01,-,Missing value; data cannot exist (M)
2012-08-31,96.9448,Normal value (A)
2012-08-30,96.6767,Normal value (A)
2012-08-29,96.6159,Normal value (A)
2012-08-28,96.5260,Normal value (A)
2012-08-27,96.3845,Normal value (A)
2012-08-26,-,Missing value; data cannot exist (M)
2012-08-25,-,Missing value; data cannot exist (M)
2012-08-24,96.2705,Normal value (A)
2012-08-23,96.4575,Normal value (A)
2012-08-22,96.0751,Normal value (A)
2012-08-21,95.8837,Normal value (A)
2012-08-20,95.3618,Normal value (A)
2012-08-19,-,Missing value; data cannot exist (M)
2012-08-18,-,Missing value; data cannot exist (M)
2012-08-17,95.5899,Normal value (A)
2012-08-16,95.2497,Normal value (A)
2012-08-15,95.2320,Normal value (A)
2012-08-14,95.5813,Normal value (A)
2012-08-13,95.5236,Normal value (A)
2012-08-12,-,Missing value; data cannot exist (M)
2012-08-11,-,Missing value; data cannot exist (M)
2012-08-10,95.2410,Normal value (A)
